"	amplitude_id","	user_id","	city","	country","	device","	device_type","	dma","	gt:acc_id","	ip_address","	language","	library","	os","	platform","	region","	gp:fbclid","	gp:gclid","	gp:initial_fbclid","	gp:initial_gclid","	gp:initial_referrer","	gp:initial_referring_domain","	gp:initial_utm_campaign","	gp:initial_utm_content","	gp:initial_utm_medium","	gp:initial_utm_source","	gp:initial_utm_term","	gp:referrer","	gp:referring_domain","	gp:user_accounts_created","	gp:user_cookie_campaign","	gp:user_cookie_content","	gp:user_cookie_fbclid","	gp:user_cookie_gclid","	gp:user_cookie_http_referrer","	gp:user_cookie_keyword","	gp:user_cookie_lp_full","	gp:user_cookie_lpcleaned","	gp:user_cookie_medium","	gp:user_cookie_source","	gp:user_invited","	gp:user_latest_nps","	gp:user_mrr","	gp:user_obsurvey_business_type","	gp:user_obsurvey_current_tool","	gp:user_obsurvey_main_activity","	gp:user_obsurvey_start_when","	gp:user_obsurvey_used_before","	gp:user_signup_howwemet","	gp:user_total_accounts","	gp:user_total_logins","	gp:user_users_invited","	gp:utm_campaign","	gp:utm_content","	gp:utm_medium","	gp:utm_source","	gp:utm_term"
"	277341402224","	60e8216ab53219655a7022e4","	Barcelona","	Spain","	Mac","	Mac","	","	","	79.159.89.39","	Catalan","	amplitude-js/8.1.0","	Safari 14","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	null","	","	https://www.holded.com/","	https://www.holded.com/","	referal","	","	true","	","	","	","	","	","	","	","	","	","	4","	","	","	","	","	","	"
"	209995789432","	5d9e01286a972811ca2e3bc4","	Palma","	Spain","	Mac","	Mac","	","	","	67.218.247.133","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Balearic Islands","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	38","	","	","	","	","	","	"
"	227726275708","	5fbe8cf1dc30947fb06b185f","	Vigo","	Spain","	Windows","	Windows","	","	","	46.24.74.171","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Pontevedra","	","	CjwKCAjw3riIBhAwEiwAzD3TiVEVfQlIXoxJhEDFPRej9pD7EX8MvyGeTig7d3VWSYyXfZ3QXuX-rhoCUfwQAvD_BwE","	","	CjwKCAjw3riIBhAwEiwAzD3TiVEVfQlIXoxJhEDFPRej9pD7EX8MvyGeTig7d3VWSYyXfZ3QXuX-rhoCUfwQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	1","	","	","	","	","	","	","	","	","	","	","	","	","	59.0","	services","	desktopsoftware","	accounting","	now","	manytimes","	","	2","	40","	1","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	286363841663","	61117a927f5d6b67cc2cd1a9","	Moncofa","	Spain","	Android","	Android","	","	[""61117af323a7772568013fa7""]","	84.125.115.120","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Castellon","	","	CjwKCAjwpMOIBhBAEiwAy5M6YLqNKIaQDC1pmC9cU_VkWQ0tf_Yk69UanI0eJ2BDyjj5qIEg3K1c1xoC4Y4QAvD_BwE","	","	CjwKCAjwpMOIBhBAEiwAy5M6YLqNKIaQDC1pmC9cU_VkWQ0tf_Yk69UanI0eJ2BDyjj5qIEg3K1c1xoC4Y4QAvD_BwE","	https://youtube.com/","	youtube.com","	youtube_acq_13526002054","	124225862585_533620526099","	cpc","	google","	","	https://youtube.com/","	youtube.com","	2","	youtube_acq_13526002054","	124225862585_533620526099","	","	CjwKCAjwpMOIBhBAEiwAy5M6YLqNKIaQDC1pmC9cU_VkWQ0tf_Yk69UanI0eJ2BDyjj5qIEg3K1c1xoC4Y4QAvD_BwE","	https://youtube.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=124225862585_533620526099&utm_term=&hld_device=m&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=533620526099&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=124225862585&hsa_net=adwords&hsa_tgt=aud-1387636094529&gclid=CjwKCAjwpMOIBhBAEiwAy5M6YLqNKIaQDC1pmC9cU_VkWQ0tf_Yk69UanI0eJ2BDyjj5qIEg3K1c1xoC4Y4QAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0","	services","	penpaper","	all","	comingmonths","	never","	Word of mouth","	1","	1","	","	youtube_acq_13526002054","	124225862585_533620526099","	cpc","	google","	"
"	294305813641","	6131db800f3e2f248c445f8a","	Madrid","	Spain","	Windows","	Windows","	","	","	82.158.213.42","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Madrid","	","	","	","	","	https://www.holded.com/","	www.holded.com","	5ced94e86a9728292920e414","	60a42040d99e3b48e14446a3","	referral","	team_invite","	","	https://app.holded.com/employees/documents","	app.holded.com","	","	","	","	","	","	https://www.google.es/","	","	https://www.holded.com/es","	https://www.holded.com/es","	referal","	google.es","	false","	","	","	","	","	","	","	","	","	","	1","	","	5ced94e86a9728292920e414","	60a42040d99e3b48e14446a3","	referral","	team_invite","	"
"	204454565005","	5f2c09ca1c848f165d00eb03","	Lleida","	Spain","	Windows","	Windows","	","	","	135.129.228.219","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Lleida","	","	","	","	","	https://www.bing.com/","	www.bing.com","	","	","	","	","	","	https://www.bing.com/","	www.bing.com","	","	","	","	","	","	","	","	","	","	","	","	","	9.0","	12.0","	","	","	","	","	","	","	3","	37","	","	","	","	","	","	"
"	237487568024","	6039528cea89e15f4314e438","	Valencia","	Spain","	Mac","	Mac","	","	","	170.253.48.207","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Valencia","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	brand_10388931271","	104378540118_444673368885","	","	CjwKCAiA1eKBBhBZEiwAX3gql-qSnPumBl2N6FumBxAD08WF4fRhAV1Vsz-sj3Srt9rUIJuNDCRjtBoCJ5oQAvD_BwE","	","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=kwd-314272695052&gclid=CjwKCAiA1eKBBhBZEiwAX3gql-qSnPumBl2N6FumBxAD08WF4fRhAV1Vsz-sj3Srt9rUIJuNDCRjtBoCJ5oQAvD_BwE","	https://www.holded.com/es","	cpc","	google","	false","	","	0","	services","	spreadsheet","	invoicing","	browsing","	never","	Word of mouth","	1","	26","	","	","	","	","	","	"
"	219981296803","	5cd29e3a6a972875955ad5a3","	Madrid","	Spain","	Windows","	Windows","	","	","	85.52.243.15","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	CjwKCAjwsNiIBhBdEiwAJK4khnM05fPGbGptD4wLEXQuluBd-1-jHQxz_TZjlPEfjpL9yymuhr0WBBoCvg8QAvD_BwE","	","	CjwKCAjwsNiIBhBdEiwAJK4khnM05fPGbGptD4wLEXQuluBd-1-jHQxz_TZjlPEfjpL9yymuhr0WBBoCvg8QAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	6","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	221071971492","	5fecdd67ab15c945923e2412","	Aldaia","	Spain","	Mac","	Mac","	","	","	47.63.115.47","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Valencia","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	0","	","	","	","	","	","	","	1","	31","	","	","	","	","	","	"
"	203005170852","	5de400566a9728249f04096e","	Catarroja","	Spain","	Windows","	Windows","	","	","	2.137.23.192","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Valencia","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	4","	0","	","	","	","	","	","	","	1","	17","	","	","	","	","	","	"
"	200693912739","	5e35338f6a972814ca72860d","	Barcelona","	Spain","	Android","	Android","	","	","	147.161.104.124","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/accounting/chart","	app.holded.com","	","	","	","	","	","	https://app.holded.com/accounting/chart","	app.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	","	10","	37","	","	","	","	","	","	","	2","	118","	","	","	","	","	","	"
"	295259460774","	6135e36dca51d360db1bdfe0","	Madrid","	Spain","	Mac","	Mac","	","	","	47.62.122.82","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	5e9eecb76a9728284a1110d2","	5e9eecab6a9728225c2cce69","	referral","	team_invite","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	true","	","	","	","	","	","	","	","	","	","	1","	","	5e9eecb76a9728284a1110d2","	5e9eecab6a9728225c2cce69","	referral","	team_invite","	"
"	130879206566","	5d1f63da6a9728786b5bb9d1","	Lloret de Mar","	Spain","	Windows","	Windows","	","	","	188.95.148.10","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Girona","	","	","	","	","	https://app.holded.com/team/timetracking/entries?filter=employee-5db6b7796a972801bd5d9a5d&start=31/07/2021&end=31/07/2021","	app.holded.com","	","	","	","	","	","	https://app.holded.com/team/timetracking/entries?filter=employee-5db6b7796a972801bd5d9a5d&start=31/07/2021&end=31/07/2021","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	103","	","	","	","	","	","	","	1","	30","	","	","	","	","	","	"
"	278125098156","	60ec0960d02185495e38f0c4","	","	Spain","	Mac","	Mac","	","	","	95.127.156.192","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Andalusia","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3XIt-pSJLdynqnmYFX8cIdUXwan9r92PznancVC4_GxIygeayZjUN8aAqfQEALw_wcB","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3XIt-pSJLdynqnmYFX8cIdUXwan9r92PznancVC4_GxIygeayZjUN8aAqfQEALw_wcB","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	60bfd0d6b4b65904461da8c2","	60bfd7b0b0e4c176ff47e2b6","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=distribucion@airmusicgroup.es&utm_source=team_invite&utm_medium=referral&utm_campaign=60bfd0d6b4b65904461da8c2&utm_content=60bfd7b0b0e4c176ff47e2b6&teaminvite=1&companyname=AIR%20Music%20Entertainment%20S.%20L.","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	0.0","	","	","	","	","	","	","	1","	5","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
"	184558965936","	5faa4d9baeede4657a0293b0","	A Coruña","	Spain","	Windows","	Windows","	","	","	83.55.216.120","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	A Coruña","	","	EAIaIQobChMIn8G-z8Cj8gIVGciGCh23XALNEAAYASAAEgLrLPD_BwE","	","	EAIaIQobChMIn8G-z8Cj8gIVGciGCh23XALNEAAYASAAEgLrLPD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	10.0","	79.0","	","	","	","	","	","	","	1","	60","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	213746562225","	5910ecd91c97980e864b398e","	Barcelona","	Spain","	Windows","	Windows","	","	","	139.47.119.6","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	","	","	","	","	","	","	1","	40","	","	","	","	","	","	"
"	225125446840","	6000621dccbfd06dfc49fbda","	Madrid","	Spain","	Mac","	Mac","	","	","	83.56.235.146","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	5bfe7cf7a2656441ff77dfe3","	5bfe7ccea2656440584465c7","	","	","	","	","	https://app.holded.com/signup?lang=es&email=alberto.reglero@kaprakarma.com&utm_source=team_invite&utm_medium=referral&utm_campaign=5bfe7cf7a2656441ff77dfe3&utm_content=5bfe7ccea2656440584465c7","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	50","	","	","	","	","	","	","	1","	9","	","	","	","	","	","	"
"	280015459513","	60f51a244185890d2f09f2af","	Madrid","	Spain","	Mac","	Mac","	","	","	83.39.251.195","	English","	amplitude-js/8.1.0","	Safari 14","	Web","	Madrid","	","	Cj0KCQjw7MGJBhD-ARIsAMZ0eesL_SPiMTW4iS-4NN60yLC-YQAE9g8Fmc4GjxTWtlYOvBk2uYzum68aApjVEALw_wcB","	","	Cj0KCQjw7MGJBhD-ARIsAMZ0eesL_SPiMTW4iS-4NN60yLC-YQAE9g8Fmc4GjxTWtlYOvBk2uYzum68aApjVEALw_wcB","	https://www.google.com","	www.google.com","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded","	https://www.google.com","	www.google.com","	","	5ccfe32d6a972862d12e6672","	5ccfe3106a9728639d12a623","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=cmljaGFyZC5ndXRpZXJyZXpAZmZ3ZC5pcw&utm_source=team_invite&utm_medium=referral&utm_campaign=5ccfe32d6a972862d12e6672&utm_content=5ccfe3106a9728639d12a623&teaminvite=1&companyname=Fast%20Forward%20Thinking%20S.L.","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	","	","	","	","	","	","	","	","	2","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
"	276432131259","	60e4118fceffb65bc641e026","	Torrevieja","	Spain","	Windows","	Windows","	","	","	92.63.127.216","	English","	amplitude-js/8.1.0","	Edge 92","	Web","	Alicante","	","	","	","	","	https://app.holded.com/login","	app.holded.com","	","	","	","	","	","	https://app.holded.com/login","	app.holded.com","	","	","	","	","	","	null","	","	https://app.holded.com/tp/welcome/medland","	https://app.holded.com/tp/welcome/medland","	referal","	","	true","	","	","	","	","	","	","	","	","	","	27","	","	","	","	","	","	"
"	223334233276","	5911feb21c979828775b3511","	Sant Iscle de Vallalta","	Spain","	Mac","	Mac","	","	","	193.153.147.115","	Spanish","	amplitude-js/8.1.0","	Opera 77","	Web","	Barcelona","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	https://www.holded.com/","	www.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	10","	106","	","	","	","	","	","	","	5","	56","	","	","	","	","	","	"
"	288206206142","	6118daf44d435e3e49167370","	Málaga","	Spain","	Windows","	Windows","	","	[""6118db0ad1773d6dcc2ed472""]","	83.57.108.252","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Malaga","	","	Cj0KCQjwpf2IBhDkARIsAGVo0D2TPwoAsUvXqI6Jdimg3vYR6d-iz9SLvNyiw5xCYEu6SFNnk3Hkg94aAkVkEALw_wcB","	","	CjwKCAjwmeiIBhA6EiwA-uaeFauUows_LtfKRcvz_dF10v7IoLCNE60geHvOofQfFKkxcFKTDKL69RoCau0QAvD_BwE","	https://app.holded.com/contacts?filter=atype-lead","	app.holded.com","	dsa_1330918973","	61706694846_509375118650","	cpc","	google","	","	https://www.google.com/","	www.google.com","	1","	","	","	","	","	","	","	","	","	","	","	false","	","	0","	services","	cloudsoftware","	invoicing","	now","	never","	Referral","	1","	1","	","	newsletter_250821","	61706694846_525565262821","	email","	newsletter","	"
"	276280579267","	60e358fd30186279b93f54f4","	Nules","	Spain","	Android","	Android","	","	","	84.77.108.230","	Spanish","	amplitude-js/8.1.0","	Chrome WebView 92","	Web","	Castellon","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	604b7f31d21b5d41ff644f2d","	5ebbcfab6a97281fb877b0f9","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=sergiomiromartinez@hotmail.com&utm_source=team_invite&utm_medium=referral&utm_campaign=604b7f31d21b5d41ff644f2d&utm_content=5ebbcfab6a97281fb877b0f9&teaminvite=1&companyname=FUSTER%C3%8DA%20T%C3%89CNICA%20MATAS","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	","	","	","	","	","	","	","	","	34","	","	","	","	","	","	"
"	285466784963","	610d5508a57c5d1c2357e339","	Maspalomas","	Spain","	Windows","	Windows","	","	[""610d557ee70d8e16ef7c2dc0""]","	83.34.86.177","	English","	amplitude-js/8.1.0","	Edge 92","	Web","	Las Palmas","	","	","	","	","	https://www.getapp.com","	www.getapp.com","	welcome_1","	billing_and_invoicing","	email","	mailgun","	holded","	https://www.bing.com/","	www.bing.com","	1","	capterra_en","	billing_and_invoicing","	","	","	https://www.getapp.com/","	","	https://www.holded.com/invoicing-software?utm_source=capterra&utm_medium=cpc&utm_campaign=capterra_en&utm_content=billing_and_invoicing&utm_channel=capterra&utm_channel=GetApp","	https://www.holded.com/invoicing-software","	cpc","	capterra","	false","	","	0","	services","	spreadsheet","	invoicing","	now","	never","	Referral","	1","	1","	","	brand_384746734","	1146791333486425_71674554769993","	cpc","	bing","	holded"
"	211917354181","	5ecd4fb26a97280d8b6486af","	Madrid","	Spain","	Mac","	Mac","	","	","	139.47.64.248","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	PAAaYbB2fdhVtOvO0F27DBEgsNZptEjsE6d0QMQ2EWuqiYgwBEzj4ywaNZiyY_aem_AXPUpsnDPwzf0ny7iaiQXuGOIjgms0fNd0haUSfDF8y7jA03DBry1vTOdmKP_MmPZfg1uJPkIlEe2hfwckMUPr5Ke5RXBH-i1kTaEIhMz01THJCnMla3PZu6AQ50FKOCTY8","	","	PAAaYbB2fdhVtOvO0F27DBEgsNZptEjsE6d0QMQ2EWuqiYgwBEzj4ywaNZiyY_aem_AXPUpsnDPwzf0ny7iaiQXuGOIjgms0fNd0haUSfDF8y7jA03DBry1vTOdmKP_MmPZfg1uJPkIlEe2hfwckMUPr5Ke5RXBH-i1kTaEIhMz01THJCnMla3PZu6AQ50FKOCTY8","	","	https://www.holded.com/","	www.holded.com","	conversions_rem_spain_es_c03","	a07_as01_fu_olympicgames_image","	paidsocial","	facebook","	","	https://www.holded.com/","	www.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	","	","	63.0","	","	","	","	","	","	","	2","	34","	4","	conversions_rem_spain_es_c03","	a07_as01_fu_olympicgames_image","	paidsocial","	facebook","	"
"	281980753095","	60fe96d116c1447308359391","	Elche","	Spain","	Windows","	Windows","	","	","	92.176.210.160","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Alicante","	","	","	","	","	https://app.holded.com/doc/purchase/new","	app.holded.com","	welcome_1","	","	email","	mailgun","	","	https://app.holded.com/doc/purchase/new","	app.holded.com","	","	5eb15f116a9728129c135242","	5c59a490a26564273e759151","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=bWFyaWFAdmVyYWFuZHRoZWJpcmRzLmNvbQ&utm_source=team_invite&utm_medium=referral&utm_campaign=5eb15f116a9728129c135242&utm_content=5c59a490a26564273e759151&teaminvite=1&companyname=VERA%20AND%20THE%20BIRDS%20BEAUTY%20SL","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	215","	","	","	","	","	","	","	1","	9","	","	welcome_1","	","	email","	mailgun","	"
"	245207143624","	605c53de4f01f9108d33cb9a","	Madrid","	Spain","	Windows","	Windows","	","	","	188.26.209.158","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	portaldoc","	","	email","	holded","	","	","	","	1","	","	","	","	","	","	","	https://www.holded.com/","	https://www.holded.com/","	referal","	","	false","	","	0","	services","	spreadsheet","	invoicing","	now","	never","	Word of mouth","	1","	14","	","	portaldoc","	","	email","	holded","	"
"	288861738186","	611b8a15540f0c513632502b","	Santiago de Compostela","	Spain","	","	","	","	[""611b8a38d81666013007e4c8""]","	217.124.245.65","	Spanish","	batch/1.0","	","	none","	A Coruña","	","	Cj0KCQjwvO2IBhCzARIsALw3ASrRFaVI5YRAVV5_uuoHY0OUPS6Sjfk0BV_e8TCv8Mq6kjNl4VzNGi4aAszPEALw_wcB","	","	Cj0KCQjwvO2IBhCzARIsALw3ASrRFaVI5YRAVV5_uuoHY0OUPS6Sjfk0BV_e8TCv8Mq6kjNl4VzNGi4aAszPEALw_wcB","	android-app://com.google.android.gm/","	com.google.android.gm","	welcome_1","	104162489910_479175777796","	email","	mailgun","	facturae","	android-app://com.google.android.gm/","	com.google.android.gm","	1","	generic_sitelink_9761431352","	104162489910_479175777796","	","	Cj0KCQjwvO2IBhCzARIsALw3ASrRFaVI5YRAVV5_uuoHY0OUPS6Sjfk0BV_e8TCv8Mq6kjNl4VzNGi4aAszPEALw_wcB","	https://www.google.com/","	facturae","	https://www.holded.com/es/programa-facturacion?utm_source=google&utm_medium=cpc&utm_campaign=generic_sitelink_9761431352&utm_content=104162489910_479175777796&utm_term=facturae&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=479175777796&hsa_mt=e&hsa_kw=facturae&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=104162489910&hsa_net=adwords&hsa_tgt=aud-392099244214:kwd-314981679322&gclid=Cj0KCQjwvO2IBhCzARIsALw3ASrRFaVI5YRAVV5_uuoHY0OUPS6Sjfk0BV_e8TCv8Mq6kjNl4VzNGi4aAszPEALw_wcB","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0","	services","	cloudsoftware","	invoicing","	now","	never","	Referral","	1","	1","	","	welcome_1","	104162489910_479175777796","	email","	mailgun","	facturae"
"	260459680970","	60a61bb223e935099a52849b","	","	Spain","	Windows","	Windows","	","	","	31.4.242.155","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	dsa_1330918973","	61706694846_315707568606","	","	CjwKCAjw1uiEBhBzEiwAO9B_HV72miKFPKMjmlt5Czy9akPutlmqpGMVWSHUQkD0PnKpMg3zBWiayRoCYogQAvD_BwE","	","	","	https://www.holded.com/es/blog/en-que-consiste-el-modelo-canvas-a-la-hora-de-planificar-tu-negocio?utm_adgroupid=61706694846&utm_keyword=&campaignid=1330918973&adgroupid=61706694846&adid=315707568606&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694846_315707568606&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694846&hsa_ad=315707568606&hsa_cam=1330918973&hsa_tgt=dsa-581135182015&hsa_net=adwords&hsa_ver=3&gclid=CjwKCAjw1uiEBhBzEiwAO9B_HV72miKFPKMjmlt5Czy9akPutlmqpGMVWSHUQkD0PnKpMg3zBWiayRoCYogQAvD_BwE","	https://www.holded.com/es/blog/en-que-consiste-el-modelo-canvas-a-la-hora-de-planificar-tu-negocio","	cpc","	google","	false","	","	0.0","	services","	spreadsheet","	crm","	innextmonth","	never","	Word of mouth","	1","	31","	","	","	","	","	","	"
"	111679231180","	5fd0b3e0aa99387bfd3de8da","	Telde","	Spain","	Windows","	Windows","	","	","	83.35.188.28","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Las Palmas","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10.0","	0.0","	both","	spreadsheet","	all","	now","	fewtimes","	","	1","	3","	","	","	","	","	","	"
"	266336597197","	60b6436f1df3f443f96332a5","	Nules","	Spain","	Windows","	Windows","	","	","	77.224.16.141","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Castellon","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	","	604b7f31d21b5d41ff644f2d","	5ebbcfab6a97281fb877b0f9","	","	","	null","	","	https://app.holded.com/signup?lang=es&email=mvicent@fustecma.com&utm_source=team_invite&utm_medium=referral&utm_campaign=604b7f31d21b5d41ff644f2d&utm_content=5ebbcfab6a97281fb877b0f9","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	","	","	","	","	","	","	","	","	28","	","	","	","	","	","	"
"	202866382031","	5b0b204c2e1d936ea34420d1","	Barcelona","	Spain","	Mac","	Mac","	","	","	88.26.226.78","	Catalan","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	CjwKCAjwybyJBhBwEiwAvz4G77iBK_PnqKCJ9hSVXmHbFiSaZB4peh7sk6iNSNGjJlQb3wjSAJan7BoCVEUQAvD_BwE","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3UOmX4PmbiFNYgz8ls0lGYuwRYRB9dsqP_MnzDfL7pW2ICmgQVmPtsaAmeIEALw_wcB","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	10.0","	29.0","	","	","	","	","	","	","	1","	33","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
